,city,date,product,prodcode,quantity,weight_lb,price_usd
0,Austin,Jan 23,Pear,4412,412,8.624287477997132,3.3214920899132268
1,Austin,Jan 23,Cucumber,4062,260,8.082007216149941,4.015554693783634
2,Austin,Jan 23,Cucumber,4062,102,3.2451368458569054,5.458819520683028
3,Austin,Jan 23,Grapes,4272,312,10.46918376267422,4.761059696460143
4,Austin,Jan 23,Corn,4078,222,8.663241469417699,2.424505649623461
5,Austin,Jan 23,Tomato,4796,112,10.369713699165732,4.605494214594365
6,Austin,Jan 23,Apple (Fuji),4131,497,10.824883340625092,6.470339230052196
7,Austin,Jan 23,Banana,4011,175,3.1516023120377215,4.193400609679521
8,Austin,Jan 23,Eggplant,4081,492,5.2561705851927405,3.254387017595582
9,Austin,Jan 23,Apple (Fuji),4131,420,9.293978927866556,5.131523621408269
10,Austin,Jan 23,Orange,4012,463,9.472920651361347,2.9971318210242317
11,Austin,Jan 23,Lychee,4309,157,2.173517898935825,2.1883421199396254
12,Austin,Jan 23,Mushroom,4650,144,2.2941260409774262,3.2004551525693388
13,Austin,Jan 23,Kiwi,4030,500,2.191869736672379,3.620296964212321
14,Austin,Jan 23,Pear,4412,334,5.21257446340751,1.304648215440102
15,Austin,Jan 23,Avocado,4225,417,3.6353615548461677,2.910170146636665
16,Austin,Jan 23,Grapes,4272,191,2.3008629304822534,2.374729851866141
17,Austin,Jan 23,Eggplant,4081,227,8.604018026776613,1.9244510799413548
18,Austin,Jan 23,Lychee,4309,431,4.745734486309812,2.615531727578491
19,Austin,Jan 23,Strawberries,4323,278,5.968455199687742,4.076881454116665
20,Austin,Jan 23,Kiwi,4030,137,8.501197955245154,5.014498309604824
21,Austin,Jan 23,Cucumber,4062,222,5.883214591746219,5.0768924942472955
22,Austin,Jan 23,Corn,4078,405,6.203911034436897,2.028567676921375
23,Austin,Jan 23,Banana,4011,191,8.739497278351337,3.0551853111479432
24,Austin,Jan 23,Grapes,4272,231,10.433085600705818,4.324310137564317
25,Austin,Jan 23,Lychee,4309,404,2.351780444988981,6.526399880205282
26,Austin,Jan 23,Orange,4012,381,3.3796604785369713,1.923064687778242
27,Austin,Jan 23,Apple (Gala),4134,281,2.6567008351907138,3.2671591956401245
28,Austin,Jan 23,Tomato,4796,139,9.05404765973799,3.924060203740374
29,Austin,Jan 23,Kiwi,4030,383,1.5647065120050685,3.3705048276111484
30,Austin,Jan 23,Peach,4404,231,1.5913547834847124,1.7429586247541011
31,Austin,Jan 23,Onion,4159,205,5.903588363714516,1.2701765063917265
32,Austin,Jan 23,Orange,4012,335,3.5606673324014992,4.118465355038643
33,Austin,Jan 23,Cucumber,4062,226,8.13239257913083,2.718118361453526
34,Austin,Jan 23,Pear,4412,130,7.335527349426411,2.0390952398534865
35,Austin,Jan 23,Strawberries,4323,368,2.6474148687440904,6.250245617725887
36,Austin,Jan 23,Lychee,4309,202,5.926508624083363,2.6901981793576852
37,Austin,Jan 23,Kiwi,4030,260,1.6854977604933084,5.719690811028705
38,Austin,Jan 23,Peach,4404,393,9.394467648048886,4.7529078109888365
39,Austin,Jan 23,Kiwi,4030,319,1.3855640901252628,5.68933672530111
40,Austin,Jan 23,Apricot,3302,499,3.4858237582724545,1.1446431919699536
41,Austin,Jan 23,Strawberries,4323,438,4.265076564857736,6.17658319186885
42,Austin,Jan 23,Lychee,4309,311,3.1011297361925245,3.0238836405565963
43,Austin,Jan 23,Cucumber,4062,324,5.456832255795598,4.595131518458948
44,Austin,Jan 23,Onion,4159,378,5.857609762856737,1.5420768200652675
45,Austin,Jan 23,Lemon,4958,450,4.465143620106392,3.2359319004695863
46,Austin,Jan 23,Lychee,4309,104,7.295276480400935,5.589086529705674
47,Austin,Jan 23,Grapes,4272,491,9.23730148957111,5.17602124218829
48,Austin,Jan 23,Banana,4011,243,7.460805169166997,5.504141649603844
49,Austin,Jan 23,Eggplant,4081,133,9.743033676547931,5.833954557566904
50,Austin,Jan 23,Peach,4404,246,10.313607519422659,5.077891684742645
51,Austin,Jan 23,Cucumber,4062,471,4.709489342221059,6.3127521953079855
52,Austin,Jan 23,Mushroom,4650,352,1.1413584373658523,4.076913531078026
53,Austin,Jan 23,Mushroom,4650,444,7.210555996373296,3.1509420711314307
54,Austin,Jan 23,Pear,4412,459,7.100044234725647,1.2729813100537286
55,Austin,Jan 23,Apple (Gala),4134,359,9.470142920711078,1.8382520673563705
56,Austin,Jan 23,Apple (Gala),4134,499,4.130322178592905,4.158452778845095
57,Austin,Jan 23,Grapes,4272,144,8.472841329523362,3.4852704955497757
58,Austin,Jan 23,Cucumber,4062,317,1.5966616088291632,4.940420038322919
59,Austin,Jan 23,Peach,4404,499,4.1607215736527,5.723302257619799
60,Austin,Jan 23,Corn,4078,145,4.7326642293017365,2.08656370153185
61,Austin,Jan 23,Apple (Fuji),4131,290,6.517979645193555,4.2831872720504185
62,Austin,Jan 23,Pear,4412,237,6.373175806505606,1.8643447372829542
63,Austin,Jan 23,Lemon,4958,483,10.361663621710614,5.387882407195867
64,Austin,Jan 23,Onion,4159,445,4.664587496151217,5.182591485930607
65,Austin,Jan 23,Peach,4404,186,5.931360018299893,3.3217091142665596
66,Austin,Jan 23,Onion,4159,274,1.138970539183356,5.986484319809825
67,Austin,Jan 23,Strawberries,4323,295,7.871382685936988,6.088889608532191
68,Austin,Jan 23,Orange,4012,100,8.917352480674163,2.4777297456981615
69,Austin,Jan 23,Grapes,4272,151,2.14532439049799,6.458927672728897
70,Austin,Jan 23,Lemon,4958,376,4.805169518571347,1.675338080059737
71,Austin,Jan 23,Lemon,4958,243,7.52018602876924,2.37242625632789
72,Austin,Jan 23,Avocado,4225,300,1.4559220449766146,3.397282161191106
73,Austin,Jan 23,Avocado,4225,208,8.734072788478807,3.6471329657593743
74,Austin,Jan 23,Pear,4412,271,1.9410612660925837,6.415260107512586
75,Austin,Jan 23,Banana,4011,322,9.14172302237712,2.530848064250313
76,Austin,Jan 23,Pear,4412,348,5.793112129392103,3.8323974546743558
