,city,date,product,prodcode,quantity,weight_lb,price_usd
0,Atlanta,Jan 23,Banana,4011,346,3.9440839589340615,3.8878595491638412
1,Atlanta,Jan 23,Apple (Gala),4134,455,7.904732225090266,3.5490958551177756
2,Atlanta,Jan 23,Orange,4012,486,3.5536569818388672,6.181963866832667
3,Atlanta,Jan 23,Apple (Fuji),4131,389,5.537002639821731,1.959436875791289
4,Atlanta,Jan 23,Tomato,4796,399,7.074981196969748,5.225955396331847
5,Atlanta,Jan 23,Corn,4078,217,7.085597920254805,2.762573229172267
6,Atlanta,Jan 23,Onion,4159,402,8.072645160881804,3.0803317561745645
7,Atlanta,Jan 23,Strawberries,4323,451,10.782175537967124,5.075423487485387
8,Atlanta,Jan 23,Tomato,4796,145,9.28048866102472,1.5695351753616706
9,Atlanta,Jan 23,Apple (Fuji),4131,131,3.258898128126748,1.7886670307721944
10,Atlanta,Jan 23,Apricot,3302,414,7.905716260313057,6.381707377987914
11,Atlanta,Jan 23,Banana,4011,386,9.766172436997294,5.561221047095024
12,Atlanta,Jan 23,Mushroom,4650,500,2.5643337127286943,3.700981961353682
13,Atlanta,Jan 23,Orange,4012,320,9.2891878584167,5.629074219870382
14,Atlanta,Jan 23,Mushroom,4650,230,10.953840848966502,1.438987627066672
15,Atlanta,Jan 23,Orange,4012,339,3.674601726443507,5.330078633059748
16,Atlanta,Jan 23,Lychee,4309,226,2.8582371584372597,3.6931720235385
17,Atlanta,Jan 23,Pear,4412,318,2.037378732999787,1.28451913271565
18,Atlanta,Jan 23,Lychee,4309,354,4.728882707073353,5.102969350432978
19,Atlanta,Jan 23,Lemon,4958,248,5.489822132932023,1.959825520659797
20,Atlanta,Jan 23,Lemon,4958,267,10.083506309287623,2.4546195608796553
21,Atlanta,Jan 23,Grapes,4272,450,4.206599521054887,2.4574546615127475
22,Atlanta,Jan 23,Onion,4159,470,6.055466846982018,4.9519559273263445
23,Atlanta,Jan 23,Grapes,4272,152,4.967935775127263,5.422533701895737
24,Atlanta,Jan 23,Peach,4404,313,3.2258642089087517,2.1508008509641514
25,Atlanta,Jan 23,Mushroom,4650,120,9.919868193776347,6.494457153161057
26,Atlanta,Jan 23,Onion,4159,288,3.0283534245798367,4.098597288038582
27,Atlanta,Jan 23,Apple (Fuji),4131,239,3.9838263029232626,1.5264429286122323
28,Atlanta,Jan 23,Lemon,4958,409,1.8343900652369485,4.286154071474448
29,Atlanta,Jan 23,Tomato,4796,132,1.2714547102339566,1.8723853861680255
30,Atlanta,Jan 23,Tomato,4796,191,2.8624120766995476,4.010202302737162
31,Atlanta,Jan 23,Apricot,3302,169,3.286101043550298,2.9777733959723265
32,Atlanta,Jan 23,Banana,4011,224,9.906670007971115,1.6555931960698218
33,Atlanta,Jan 23,Peach,4404,318,4.841343684075401,3.750443634367548
